index,red1,ir1,red2,ir2
197,166187,141787,166613,142122
198,166405,141865,166564,142094
199,166433,141851,166695,142150
200,166300,141760,166893,142229
201,166290,141706,167098,142293
202,166405,141680,167270,142362
203,166561,141680,167389,142401
204,166712,141735,167473,142438
205,166821,141772,167543,142453
206,166907,141829,167621,142486
207,166982,141870,167708,142516
208,167031,141923,167804,142564
209,167107,141969,167908,142599
210,167207,142022,168027,142646
211,167300,142057,168216,142714
212,167460,142129,168402,142790
213,167663,142217,168395,142790
214,167792,142263,167568,142415
215,167755,142240,166510,142010
216,166789,141831,166137,141873
217,165904,141490,166151,141877
218,165717,141414,166169,141878
219,165758,141418,166205,141898
220,165801,141428,166477,141997
221,165911,141470,166584,142039
222,166129,141552,166448,141984
223,166128,141552,166441,141988
224,166037,141522,166600,142050
225,166097,141562,166794,142118
226,166247,141604,166975,142189
227,166405,141660,167108,142239
228,166541,141703,167190,142273
229,166656,141734,167269,142304
230,166711,141755,167364,142329
231,166748,141772,167462,142360
232,165980,141223,167196,142108
233,166063,141249,167321,142136
234,166164,141294,167444,142186
235,166252,141321,167554,142237
236,166352,141363,167704,142287
237,166494,141414,167874,142355
238,166669,141476,168117,142456
239,166717,141500,168271,142510
240,166212,141280,167936,142357
241,165307,140925,166612,141828
242,164824,140749,165817,141529
243,164827,140763,165673,141486
244,164942,140823,165730,141513
245,164986,140863,165711,141502
246,165191,140979,165800,141545
247,165370,141070,166108,141648
248,165279,141053,166079,141640
249,165236,141028,165967,141595
250,165345,141039,166029,141626
251,165512,141063,166222,141705
252,165653,141052,166433,141780
253,165766,141022,166580,141831
254,165842,141038,166691,141871
255,165915,141069,166780,141913
256,165973,141097,166824,141924
257,166018,141140,166912,141950
258,166086,141194,167030,142003
259,166190,141265,167157,142045
260,166284,141305,167271,142093
261,166406,141365,167400,142148
262,166600,141439,167593,142215
263,166779,141506,167795,142298
264,166790,141503,167877,142325
265,166048,141190,167262,142065
266,165192,140855,166024,141583
267,164821,140709,165426,141362
268,164830,140702,165357,141336
269,164855,140687,165383,141352
270,164905,140717,165369,141346
271,165150,140812,165563,141418
272,165263,140860,165810,141509
273,165198,140838,165698,141469
274,165237,140857,165619,141439
275,165386,140923,165744,141491
276,165571,140984,165953,141569
277,165732,141044,166164,141645
278,165863,141085,166322,141701
279,165964,141120,166471,141751
280,166025,141140,166583,141788
281,166060,141158,166677,141828
282,166125,141194,166765,141858
283,166214,141236,166902,141903
284,166267,141269,167026,141960
285,166325,141309,167133,141989
286,166483,141361,167297,142065
287,166684,141441,167531,142139
288,166882,141508,167710,142213
289,166828,141470,167692,142198
290,165802,141035,166829,141835
291,165070,140763,165646,141383
292,164943,140728,165209,141236
293,165048,140768,165187,141230
294,165103,140786,165195,141233
295,165167,140816,165180,141228
296,165411,140915,165445,141330
297,165439,140923,165629,141388
298,165348,140876,165505,141344
299,165371,140883,165501,141339
300,165516,140942,165667,141393
301,165690,141000,165885,141483
302,165827,141045,166100,141565
303,165931,141089,166257,141617
304,166018,141107,166381,141659
305,166078,141136,166478,141704
306,166133,141162,166576,141729
307,166202,141179,166660,141761
308,166288,141208,166797,141817
309,166372,141239,166925,141859
310,166482,141276,167030,141895
311,166625,141331,167198,141959
312,166824,141414,167424,142051
313,166962,141457,167667,142127
314,166461,141241,167636,142121
315,165383,140821,166580,141674
316,164971,140674,165463,141259
317,164993,140687,165100,141145
318,165076,140721,165077,141148
319,165080,140727,165060,141128
320,165237,140789,165054,141134
321,165435,140865,165330,141224
322,165356,140830,165450,141269
323,165309,140801,165305,141205
324,165415,140844,165336,141212
325,165575,140904,165531,141291
326,165705,140949,165739,141370
327,165821,140997,165935,141430
328,165920,141022,166077,141490
329,165986,141055,166204,141533
330,166016,141058,166310,141592
331,166080,141090,166396,141619
332,165544,140716,165322,140934
333,165624,140736,165434,140967
334,165707,140768,165563,141006
335,165817,140794,165706,141061
336,165892,140818,165842,141114
337,165973,140852,165972,141170
338,166075,140909,166188,141250
339,166165,140939,166464,141353
340,166079,140920,166615,141411
341,165354,140637,166268,141245
342,164547,140337,164981,140726
343,164175,140195,164187,140433
344,164218,140206,163977,140361
345,164276,140219,163937,140355
346,164317,140228,163859,140330
347,164563,140318,163947,140366
348,164693,140367,164262,140483
349,164604,140320,164255,140473
350,164635,140341,164211,140445
351,164758,140379,164338,140488
352,164920,140443,164569,140570
353,165047,140488,164831,140667
354,165144,140526,165016,140738
355,165229,140564,165149,140788
356,165304,140578,165294,140836
357,165367,140608,165412,140872
358,165447,140637,165543,140922
359,165531,140674,165665,140978
360,165651,140705,165863,141036
361,165707,140732,166014,141106
362,165799,140776,166166,141157
363,165974,140821,166428,141253
364,166047,140854,166725,141367
365,165981,140823,166868,141426
366,165233,140522,166303,141170
367,164404,140215,164873,140599
368,164011,140068,164213,140355
369,164058,140081,164092,140336
370,164054,140092,164118,140346
371,164074,140098,164080,140326
372,164347,140204,164277,140412
373,164468,140243,164547,140500
374,164398,140205,164432,140461
375,164426,140211,164374,140424
376,164574,140268,164525,140490
377,164743,140337,164754,140581
378,164889,140377,164986,140657
379,164994,140415,165186,140728
380,165083,140451,165366,140790
381,165132,140470,165469,140821
382,165197,140497,165589,140875
383,165267,140522,165701,140915
384,165358,140557,165816,140972
385,165434,140580,165942,141027
386,165522,140604,166096,141084
387,165639,140651,166267,141155
388,165797,140712,166542,141253
389,165890,140742,166773,141336
390,165802,140705,166771,141328
391,165033,140398,165839,140927
392,164267,140108,164532,140423
393,163941,139981,164032,140232
394,163973,140016,163959,140218
395,163991,140008,163975,140216
396,164049,140029,163987,140220
397,164327,140139,164280,140334
398,164412,140162,164501,140410
399,164330,140135,164401,140373
400,164386,140137,164415,140379
401,164530,140196,164593,140451
402,164710,140267,164872,140559
403,164849,140313,165133,140647
404,164922,140339,165288,140705
405,165008,140362,165438,140761
406,165060,140385,165541,140803
407,165127,140411,165635,140834
408,165199,140435,165747,140887
409,165286,140463,165881,140926
410,165352,140494,166026,140975
411,165459,140517,166195,141045
412,165564,140569,166450,141150
413,165721,140629,166735,141263
414,165825,140665,166879,141310
415,165659,140596,166273,141043
416,164809,140250,164802,140452
417,164092,139983,164140,140216
418,163860,139882,164031,140178
419,163922,139916,164035,140183
420,163910,139905,163985,140161
421,164001,139940,164193,140257
422,164289,140047,164431,140340
423,164323,140056,164303,140274
424,164240,140026,164237,140257
425,164307,140041,164369,140300
426,164468,140103,164564,140376
427,164647,140170,164765,140457
428,164767,140213,164894,140504
429,164862,140243,164998,140539
430,164938,140270,165062,140566
431,165004,140297,165123,140587
432,165183,140111,163142,139508
433,165253,140138,163320,139591
434,165323,140161,163506,139669
435,165419,140190,163688,139731
436,165523,140234,163973,139835
437,165702,140310,164283,139962
438,165887,140376,164338,139975
439,165982,140406,163730,139716
440,165483,140199,162516,139229
441,164424,139786,161731,138950
442,163942,139600,161458,138857
443,163880,139576,161337,138811
444,163904,139584,161287,138790
445,163895,139580,161524,138895
446,164111,139657,161804,138999
447,164306,139740,161776,138973
448,164211,139706,161749,138958
449,164167,139681,161934,139038
450,164272,139730,162215,139142
451,164455,139799,162492,139250
452,164607,139856,162754,139340
453,164728,139897,162990,139435
454,164819,139949,163149,139490
455,164880,139959,163301,139558
456,164936,139971,163508,139622
457,165008,140002,163697,139708
458,165061,140030,163873,139784
459,165143,140069,164128,139867
460,165232,140092,164413,139983
461,165360,140149,164801,140141
462,165529,140201,165096,140254
463,165620,140234,164846,140143
464,165343,140109,163456,139581
465,164399,139725,162428,139192
466,163746,139476,162083,139075
467,163555,139398,162029,139065
468,163599,139422,161937,139027
469,163610,139401,161990,139057
470,163773,139472,162389,139209
471,164015,139569,162603,139272
472,163984,139546,162605,139267
473,163910,139521,162736,139321
474,163978,139540,162910,139406
475,164147,139607,163159,139497
476,164303,139664,163519,139636
477,164410,139704,163755,139726
478,164497,139736,163952,139805
479,164568,139766,164136,139876
480,164627,139787,164255,139917
481,164687,139809,164416,139961
482,164773,139838,164601,140041
483,164861,139870,164892,140160
484,164943,139893,165322,140328
485,165075,139960,165802,140524
486,165228,140021,166073,140641
487,165367,140075,165897,140549
488,165366,140063,164266,139893
489,164700,139783,162965,139405
490,163745,139416,162582,139282
491,163159,139190,162418,139229
492,163141,139190,162187,139161
493,163139,139176,162129,139131
494,163153,139176,162389,139207
495,163465,139307,162505,139218
496,163623,139362,162486,139175
497,163533,139320,162637,139238
498,163534,139322,162906,139318
499,163677,139377,163097,139401
500,163871,139460,163349,139482
501,164030,139538,163490,139540
502,164150,139613,163550,139565
503,164240,139687,163559,139567
504,164305,139714,163593,139566
505,164359,139723,163811,139643
506,164427,139729,164043,139729
507,164524,139714,164306,139834
508,164611,139694,164469,139894
509,164725,139673,164450,139893
510,164861,139708,164273,139803
511,165031,139772,163180,139354
512,165134,139817,162228,139008
513,164873,139724,161731,138838
514,163895,139361,161561,138789
515,163071,139046,161496,138765
516,162855,138982,161680,138831
517,162928,139004,161847,138893
518,162940,139005,161773,138841
519,163168,139103,161757,138807
520,163525,139237,161948,138846
521,163483,139210,162208,138935
522,163390,139160,162461,139046
523,163429,139162,162687,139126
524,163539,139183,162794,139177
525,163702,139226,162886,139218
526,163828,139281,162944,139229
527,163950,139328,162970,139236
528,164061,139386,163081,139287
529,164146,139410,163264,139348
530,164273,139465,163405,139413
531,164402,139514,163498,139442
532,163086,138509,165077,139763
533,163058,138492,165335,139827
534,162215,138114,165540,139911
535,161042,137604,165695,139967
536,160634,137434,165789,140008
537,160697,137462,165940,140060
538,160857,137542,166198,140165
539,161407,137773,166564,140308
540,161957,138011,166845,140420
541,161954,138010,166605,140297
542,161866,137972,165330,139760
543,162019,138044,164693,139517
544,162288,138168,164588,139483
545,162578,138291,164617,139502
546,162825,138412,164618,139497
547,163011,138523,164796,139568
548,163156,138606,165073,139684
549,163290,138661,165076,139666
550,163432,138689,165052,139658
551,163544,138721,165171,139703
552,163723,138748,165396,139785
553,163839,138747,165650,139891
554,163840,138673,165930,139992
555,163193,138388,166165,140090
556,162016,137894,166339,140156
557,161380,137634,166491,140229
558,161355,137650,166590,140246
559,161387,137685,166726,140303
560,161527,137793,166996,140417
561,162013,137994,167334,140552
562,162094,138038,167568,140640
563,161925,137955,167075,140416
564,161921,137963,165712,139834
565,162063,138016,165124,139618
566,162234,138082,165075,139612
567,162388,138152,165154,139649
568,162539,138209,165169,139656
569,162649,138234,165365,139737
570,162745,138254,165642,139846
571,162850,138301,165575,139808
572,162987,138354,165503,139776
573,163218,138449,165625,139837
574,163502,138564,165817,139896
575,163640,138625,166065,140006
576,163279,138468,166278,140088
577,162076,137936,166441,140152
578,161098,137503,166571,140200
579,160885,137418,166662,140240
580,160865,137405,166771,140271
581,160870,137402,166902,140332
582,161338,137604,167084,140406
583,161688,137774,167348,140512
584,161361,137645,167617,140615
585,161202,137580,167549,140564
586,161399,137659,166214,139994
587,161784,137819,165189,139575
588,162158,137966,164903,139484
589,162472,138095,164903,139496
590,162726,138186,164886,139471
591,162870,138242,164898,139486
592,162924,138274,165186,139600
593,163023,138311,165339,139649
594,163195,138386,165284,139619
595,163398,138471,165314,139644
596,163644,138556,165460,139700
597,163539,138494,165666,139774
598,162514,138057,165879,139853
599,161396,137568,166030,139922
600,161264,137522,166180,139970
601,161510,137643,166315,140021
602,161719,137731,166411,140070
603,162168,137916,166542,140118
604,162659,138123,166665,140169
605,162734,138136,166803,140229
606,162671,138118,167001,140322
607,162788,138150,167220,140404
608,162968,138226,167300,140447
609,163148,138304,166563,140122
610,163301,138369,165215,139548
611,163396,138431,164513,139304
612,163471,138458,164376,139240
613,163546,138475,164387,139248
614,163700,138529,164353,139221
615,163842,138560,164507,139283
616,164026,138625,164743,139373
617,164162,138675,164681,139349
618,163913,138539,164573,139312
619,162875,138096,164625,139339
620,161709,137593,164824,139410
621,161392,137477,165118,139511
622,161460,137525,165473,139642
623,161495,137534,165661,139702
624,161858,137699,165819,139771
625,162435,137954,165822,139770
626,162506,137973,165820,139781
627,162460,137954,165872,139807
628,162615,138008,165973,139858
629,162870,138116,166087,139902
630,163115,138207,166138,139928
631,163298,138282,165959,139839
632,163954,138384,162848,138154
633,163323,138081,162585,138056
634,162091,137522,162590,138059
635,161726,137366,162609,138065
636,162121,137545,162897,138183
637,162739,137797,163232,138309
638,163332,138045,163165,138262
639,163404,138073,163120,138237
640,163162,137975,163276,138311
641,163027,137924,163535,138411
642,163150,137976,163812,138506
643,163367,138064,164081,138627
644,163562,138148,164289,138698
645,163701,138208,164447,138764
646,163799,138239,164540,138802
647,163870,138268,164644,138841
648,163971,138316,164886,138946
649,164144,138373,165257,139097
650,164276,138432,165630,139241
651,164093,138336,165745,139281
652,163094,137896,164542,138745
653,161936,137386,163238,138205
654,161795,137343,162752,138010
655,162116,137485,162767,138021
656,162372,137602,162798,138034
657,162794,137776,162928,138090
658,163090,137909,163383,138278
659,163000,137880,163466,138306
660,162884,137819,163341,138254
661,162993,137868,163436,138290
662,163223,137961,163685,138401
663,163455,138049,164009,138546
664,163633,138119,164358,138678
665,163736,138164,164626,138781
666,163835,138193,164831,138863
667,163948,138246,164996,138918
668,164094,138303,165092,138958
669,164133,138322,165241,139022
670,163702,138129,165510,139141
671,162397,137548,165944,139313
672,161436,137133,166336,139478
673,161494,137169,166284,139444
674,161722,137281,164632,138713
675,161889,137344,163334,138174
676,162378,137569,163023,138069
677,162697,137703,163068,138091
678,162599,137663,163120,138105
679,162612,137664,163334,138205
680,162831,137756,163759,138375
681,163115,137875,163742,138358
682,163325,137957,163641,138317
683,163518,138036,163784,138365
684,163601,138073,164090,138508
685,163660,138104,164468,138658
686,163773,138148,164831,138809
687,163925,138210,165071,138909
688,164015,138246,165245,138976
689,163605,138065,165392,139039
690,162253,137454,165479,139078
691,161271,137017,165647,139144
692,161285,137040,165974,139282
693,161450,137113,166434,139472
694,161527,137160,166796,139623
695,162056,137383,166709,139574
696,162448,137550,164962,138796
697,162352,137518,163511,138202
698,162303,137491,163202,138099
699,162498,137580,163254,138127
700,162773,137696,163301,138137
701,162996,137792,163552,138240
702,163184,137880,164012,138439
703,163312,137928,163986,138410
704,163375,137956,163839,138347
705,163457,137994,163984,138410
706,163591,138053,164298,138543
707,163765,138111,164674,138693
708,163790,138104,164985,138828
709,163005,137754,165230,138935
710,161439,137054,165384,138999
711,160886,136812,165537,139060
712,161017,136869,165665,139098
713,161091,136901,165826,139169
714,161297,137006,166143,139310
715,161913,137277,166585,139499
716,162120,137368,166954,139655
717,161985,137307,166877,139609
718,162065,137341,165178,138852
719,162379,137472,163623,138208
720,162692,137604,163276,138088
721,162953,137716,163319,138117
722,163127,137790,163355,138125
723,163273,137856,163563,138218
724,163324,137874,164009,138395
725,163384,137903,163983,138380
726,163505,137958,163822,138312
727,163711,138042,163948,138358
728,163871,138114,164249,138482
729,163695,138047,164589,138621
730,162487,137528,164928,138760
731,161084,136925,165151,138856
732,162955,137540,167021,139421
733,163157,137600,165966,138939
734,163246,137635,163958,138059
735,163306,137663,163278,137785
736,163343,137692,163234,137787
737,163443,137725,163246,137790
738,163633,137794,163319,137820
739,163867,137902,163762,138009
740,163990,137947,163958,138081
741,163681,137803,163765,137994
742,162489,137270,163794,138017
743,161313,136753,164078,138133
744,161150,136682,164392,138277
745,161331,136765,164689,138401
746,161401,136793,164940,138505
747,161817,136987,165126,138582
748,162180,137148,165237,138641
749,162079,137098,165358,138692
750,161999,137063,165539,138765
751,162179,137143,165738,138856
752,162447,137256,166008,138979
753,162689,137349,166414,139156
754,162884,137440,166890,139346
755,163029,137494,167127,139455
756,163117,137545,166472,139145
757,163174,137576,164390,138235
758,163222,137600,163438,137856
759,163309,137626,163358,137836
760,163472,137697,163405,137858
761,163689,137791,163409,137866
762,163829,137842,163779,138039
763,163556,137705,164107,138170
764,162347,137176,163920,138084
765,161093,136599,163902,138075
766,160854,136501,164175,138200
767,161026,136576,164499,138344
768,161096,136621,164797,138470
769,161524,136805,165045,138581
770,161972,137001,165278,138677
771,161894,136966,165488,138774
772,161805,136938,165551,138799
773,161993,137039,165685,138846
774,162277,137188,165882,138943
775,162521,137310,166180,139072
776,162707,137428,166637,139273
777,162842,137486,167057,139445
778,162919,137517,167278,139543
779,162966,137505,166460,139166
780,163040,137500,164386,138282
781,163140,137487,163589,137969
782,163250,137464,163611,137996
783,163454,137531,163655,138010
784,163679,137634,163723,138047
785,163732,137672,164188,138255
786,163170,137428,164327,138309
787,161804,136845,164111,138220
788,160833,136431,164141,138248
789,160838,136439,164415,138366
790,160977,136518,164774,138515
791,161105,136578,165122,138668
792,161693,136842,165462,138805
793,161989,136962,165753,138927
794,161820,136885,165866,138986
795,161783,136878,165951,139016
796,161955,136938,166011,139063
797,162192,137035,166142,139113
798,162362,137101,166308,139192
799,162532,137171,166532,139297
800,162677,137225,166699,139372
801,162763,137274,166562,139313
802,162847,137311,165133,138702
803,162930,137346,163515,138029
804,163042,137395,163039,137849
805,163210,137475,163017,137849
806,163458,137578,162995,137840
807,163628,137643,163092,137885
808,163586,137601,163525,138053
809,162707,137198,163528,138067
810,161309,136570,163391,138010
811,160759,136325,163457,138044
812,160832,136367,163671,138136
813,160902,136412,163896,138235
814,161134,136542,164057,138295
815,161649,136789,164228,138368
816,161711,136807,164334,138409
817,161560,136740,164412,138454
818,161657,136777,164519,138495
819,161940,136896,164608,138526
820,162230,137010,164735,138600
821,162452,137110,165041,138728
822,162629,137183,165297,138831
823,162739,137236,165392,138870
824,162817,137256,164807,138610
825,162895,137299,163461,138057
826,162985,137333,162628,137744
827,163077,137380,162362,137648
828,163241,137452,162308,137624
829,163480,137543,162318,137617
830,163655,137623,162664,137757
831,163556,137576,162887,137847
832,160149,136124,165884,138916
833,160142,136102,166108,138976
834,159991,136011,166479,139130
835,160194,136054,166791,139245
836,160578,136170,166811,139246
837,161018,136331,165450,138697
838,161402,136500,163762,138025
839,161677,136620,163460,137943
840,161890,136736,163559,137989
841,162017,136809,163650,138030
842,162160,136895,163814,138097
843,162305,136975,164323,138294
844,162498,137063,164464,138344
845,162760,137182,164315,138276
846,163004,137290,164392,138315
847,163074,137319,164723,138448
848,162366,137006,165094,138592
849,160767,136287,165523,138760
850,159911,135925,166019,138947
851,159882,135912,166370,139081
852,159834,135904,166590,139171
853,159890,135910,166858,139274
854,160518,136182,167059,139359
855,160767,136294,167225,139432
856,160547,136193,167448,139517
857,160643,136229,167388,139480
858,161061,136418,165926,138896
859,161464,136590,164069,138161
860,161796,136728,163702,138034
861,161992,136811,163835,138085
862,162117,136860,163997,138149
863,162204,136891,164306,138277
864,162254,136916,165143,138597
865,162295,136935,165342,138666
866,162379,136991,164905,138502
867,162532,137059,164908,138504
868,162705,137122,165255,138636
869,162741,137152,165811,138851
870,162192,136922,166293,139042
871,160456,136168,166803,139242
872,159424,135712,167132,139377
873,159394,135721,167246,139421
874,159435,135747,167502,139526
875,159510,135772,167857,139658
876,160143,136040,168244,139805
877,160573,136213,168389,139862
878,160376,136125,167530,139509
879,160321,136092,165154,138567
880,160571,136195,164034,138141
881,160868,136328,164007,138156
882,161172,136451,164088,138198
883,161392,136552,164144,138216
884,161518,136606,164526,138378
885,161505,136622,164682,138444
886,161474,136605,164444,138344
887,161475,136609,164401,138318
888,161587,136637,164552,138377
889,161829,136743,164860,138506
890,162113,136839,165248,138652
891,162305,136918,165676,138800
892,162043,136787,166127,138986
893,160668,136161,166392,139087
894,159725,135745,166613,139176
895,159705,135745,167045,139339
896,159820,135809,167571,139534
897,159984,135888,167895,139663
898,160658,136173,167286,139395
899,161106,136375,165095,138503
900,160838,136256,164249,138198
901,160669,136187,164347,138248
902,160888,136285,164495,138314
903,161216,136421,164720,138399
904,161532,136552,165267,138612
905,161838,136671,165647,138749
906,162069,136753,165373,138640
907,162210,136801,165300,138613
908,162294,136827,165487,138706
909,162412,136871,165803,138841
910,162559,136932,166193,139001
911,162780,137024,166502,139115
912,162934,137092,166740,139218
913,162940,137096,166900,139272
914,162324,136818,166984,139301
915,161077,136276,167220,139392
916,160499,136028,167512,139503
917,160716,136129,167536,139499
918,161005,136261,166312,139001
919,161337,136384,164300,138199
920,161797,136581,163765,138004
921,161889,136624,163856,138046
922,161850,136607,163977,138101
923,161884,136617,164014,138127
924,162045,136676,164333,138267
925,162240,136752,164468,138310
926,162456,136827,164284,138223
927,162641,136902,164218,138197
928,162772,136954,164406,138275
929,162886,137003,164660,138371
930,162993,137037,164954,138490
931,163077,137068,165310,138637
932,163371,137037,165067,138332
933,163522,137083,165421,138481
934,163616,137119,165723,138589
935,163697,137151,165946,138683
936,163830,137208,166143,138757
937,163922,137239,166354,138833
938,163784,137186,166607,138928
939,162790,136773,166969,139072
940,161368,136162,167469,139270
941,161030,136032,167694,139342
942,161274,136135,166359,138779
943,161507,136230,164039,137834
944,161895,136396,163399,137606
945,162523,136654,163500,137665
946,162626,136695,163594,137699
947,162502,136643,163748,137761
948,162552,136673,164360,138013
949,162791,136769,164538,138082
950,163012,136866,164264,137964
951,163224,136947,164290,137977
952,163411,137019,164516,138066
953,163534,137064,164860,138198
954,163635,137097,165235,138337
955,163783,137161,165645,138502
956,163983,137246,165988,138634
957,164146,137307,166281,138744
958,163819,137147,166557,138853
959,162671,136679,166769,138938
960,161722,136296,167078,139062
961,161739,136305,167496,139227
962,162064,136441,167934,139418
963,162295,136537,168231,139536
964,162672,136700,167351,139160
965,162972,136808,164705,138056
966,162923,136777,163624,137640
967,162913,136780,163666,137672
968,163026,136827,163807,137736
969,163238,136902,163905,137767
970,163446,136999,164444,137993
971,163591,137065,164918,138175
972,163693,137104,164655,138068
973,163741,137126,164574,138023
974,163787,137142,164816,138127
975,163926,137196,165247,138305
976,164121,137272,165690,138488
977,164263,137330,166143,138654
978,163903,137169,166541,138816
979,162734,136683,166825,138921
980,161822,136317,167035,139011
981,161794,136310,167227,139084
982,162097,136437,167473,139185
983,162219,136505,167855,139327
984,162536,136640,168346,139531
985,162838,136756,168679,139655
986,162740,136731,168127,139414
987,162668,136697,165601,138367
988,162778,136747,163996,137712
989,162981,136829,163914,137700
990,163225,136907,164076,137777
991,163450,137009,164175,137827
992,163630,137075,164729,138052
993,163726,137116,165338,138284
994,163777,137143,165095,138186
995,163874,137189,164867,138081
996,164033,137245,165095,138188
