index,red1,ir1,red2,ir2
997,164162,137313,165637,138395
998,164044,137257,166231,138633
999,163064,136837,166884,138882
1000,161813,136326,167158,139004
1001,161417,136169,167347,139072
1002,161654,136275,167593,139172
1003,161833,136356,167736,139246
1004,162144,136494,167854,139285
1005,162614,136678,168112,139388
1006,162652,136690,168501,139549
1007,162578,136671,168782,139654
1008,162662,136702,168392,139479
1009,162881,136792,166109,138524
1010,163143,136887,164314,137795
1011,163359,136970,164169,137758
1012,163496,137026,164374,137852
1013,163594,137069,164489,137903
1014,163608,137082,165034,138128
1015,163650,137086,165650,138373
1016,163741,137135,165439,138277
1017,163959,137229,165207,138177
1018,164188,137314,165431,138268
1019,164058,137243,165928,138476
1020,162974,136783,166514,138710
1021,161838,136325,167066,138917
1022,161582,136221,167516,139108
1023,161800,136311,167831,139237
1024,161919,136364,168011,139318
1025,162197,136491,168121,139346
1026,162588,136668,168246,139402
1027,162578,136667,168470,139489
1028,162495,136658,168784,139612
1029,162590,136715,169012,139701
1030,162813,136833,168788,139612
1031,163044,136948,166735,138749
1032,164787,137446,163784,137244
1033,163302,136778,163674,137198
1034,162285,136375,163537,137129
1035,162089,136293,163708,137211
1036,162259,136365,164068,137355
1037,162322,136391,164489,137531
1038,162509,136475,164896,137688
1039,162822,136598,165207,137825
1040,162752,136561,165475,137928
1041,162638,136509,165662,138013
1042,162697,136541,165886,138099
1043,162886,136612,166167,138218
1044,163114,136704,166484,138350
1045,163332,136786,166829,138487
1046,163483,136847,167206,138642
1047,163595,136881,167687,138843
1048,163678,136927,167942,138943
1049,163724,136937,167232,138636
1050,163814,136970,164648,137509
1051,163961,137035,163320,136962
1052,164187,137127,163239,136949
1053,164361,137194,163283,136964
1054,164196,137119,163249,136962
1055,163066,136646,163627,137120
1056,161864,136148,164085,137299
1057,161499,135985,163916,137224
1058,161719,136059,163784,137169
1059,161859,136128,163991,137254
1060,162108,136230,164400,137432
1061,162555,136412,164858,137610
1062,162585,136412,165229,137762
1063,162486,136377,165504,137878
1064,162535,136402,165731,137969
1065,162711,136472,165973,138074
1066,162897,136549,166194,138152
1067,163065,136620,166357,138235
1068,163229,136676,166594,138325
1069,163334,136723,166986,138489
1070,163403,136755,167500,138711
1071,163481,136782,167917,138878
1072,163531,136806,167887,138855
1073,163660,136863,166269,138147
1074,163851,136940,164222,137271
1075,164135,137058,163767,137084
1076,164276,137113,163989,137191
1077,163629,136838,164250,137309
1078,162192,136257,164879,137585
1079,161300,135904,165347,137762
1080,161285,135919,164944,137598
1081,161350,135959,164570,137430
1082,161304,135929,164622,137471
1083,161595,136029,164939,137599
1084,161989,136172,165309,137770
1085,161978,136117,165634,137900
1086,161922,136050,165885,138003
1087,162057,136054,166011,138041
1088,162276,136140,166097,138082
1089,162476,136232,166296,138162
1090,162719,136345,166708,138337
1091,162879,136436,167002,138461
1092,163045,136514,167244,138559
1093,163126,136586,167062,138466
1094,163164,136621,165604,137834
1095,163216,136639,164367,137316
1096,163363,136707,164214,137261
1097,163590,136789,164634,137450
1098,163836,136888,165566,137855
1099,163973,136943,166236,138133
1100,163635,136780,165866,137961
1101,162347,136224,165335,137726
1102,161171,135708,165272,137717
1103,160909,135568,165638,137861
1104,161047,135622,166171,138096
1105,161072,135629,166619,138273
1106,161338,135752,166838,138375
1107,161826,135955,166957,138424
1108,161904,135993,167111,138481
1109,161854,135974,167343,138591
1110,161971,136021,167538,138670
1111,162222,136122,167683,138720
1112,162480,136227,166797,138319
1113,162699,136313,164910,137505
1114,162857,136379,164063,137154
1115,162967,136425,164134,137194
1116,163038,136467,164352,137300
1117,163093,136505,164827,137510
1118,163172,136538,165359,137731
1119,163246,136597,164992,137564
1120,163377,136656,164481,137345
1121,163559,136744,164519,137370
1122,163781,136819,164834,137505
1123,163834,136834,165183,137661
1124,163053,136474,165477,137777
1125,161670,135887,165561,137814
1126,160914,135554,165575,137825
1127,160948,135572,165733,137885
1128,161018,135589,166007,137991
1129,161007,135590,166189,138061
1130,161436,135765,165869,137918
1131,161754,135912,164344,137247
1132,163184,136397,166867,137941
1133,162137,135937,167062,138088
1134,161420,135597,167138,138127
1135,161451,135573,167051,138112
1136,161640,135607,166963,138082
1137,161933,135662,167039,138101
1138,162289,135768,167187,138178
1139,162208,135713,167334,138252
1140,161960,135605,167075,138095
1141,161936,135593,165581,137405
1142,162155,135697,164893,137120
1143,162410,135821,165111,137203
1144,162657,135920,165564,137402
1145,162814,135981,165875,137532
1146,162853,135995,166493,137792
1147,162923,136026,167078,138050
1148,163070,136073,167005,138009
1149,163234,136151,166892,137943
1150,163242,136147,167079,138031
1151,162574,135827,167463,138202
1152,161560,135386,167789,138346
1153,161058,135158,167962,138415
1154,161179,135214,167940,138420
1155,161361,135302,167799,138393
1156,161565,135390,167779,138379
1157,161992,135569,167880,138414
1158,162125,135626,167899,138435
1159,162052,135595,168231,138552
1160,162152,135629,168708,138744
1161,162384,135735,169012,138870
1162,162656,135839,168817,138746
1163,162983,135971,167234,138024
1164,163190,136064,166315,137650
1165,163246,136088,166615,137798
1166,163264,136084,167170,138050
1167,163230,136070,167519,138206
1168,163388,136151,168000,138409
1169,163591,136248,168253,138522
1170,163560,136220,168081,138432
1171,162831,135873,168012,138406
1172,161827,135443,168114,138473
1173,161360,135246,168414,138589
1174,161604,135339,168724,138724
1175,161766,135402,168993,138838
1176,161833,135411,169218,138925
1177,162262,135563,169366,138986
1178,162579,135682,169527,139049
1179,162519,135640,169707,139129
1180,162551,135630,169882,139205
1181,162741,135706,170129,139295
1182,163036,135821,170386,139399
1183,163258,135900,170607,139485
1184,163457,135986,170079,139251
1185,163722,136119,168386,138513
1186,164113,136282,167723,138230
1187,164392,136409,168154,138439
1188,164578,136480,168647,138651
1189,164804,136573,169017,138812
1190,165033,136664,169503,139019
1191,165249,136744,169696,139096
1192,165426,136807,169600,139058
1193,165414,136797,169593,139063
1194,164310,136298,169812,139164
1195,162800,135636,170167,139302
1196,162595,135565,170437,139425
1197,162784,135645,170682,139519
1198,162855,135672,170891,139594
1199,162934,135711,171016,139653
1200,163351,135895,171141,139701
1201,163705,136040,171261,139741
1202,163805,136064,171369,139790
1203,163934,136103,171481,139833
1204,164187,136219,171604,139881
1205,164448,136328,171640,139895
1206,164708,136445,170970,139612
1207,164844,136506,169603,139038
1208,164978,136545,169339,138921
1209,165109,136614,169740,139101
1210,165226,136661,170062,139238
1211,165390,136730,170350,139364
1212,165540,136789,170650,139481
1213,165709,136879,170608,139479
1214,165838,136932,170444,139408
1215,165951,136975,170483,139439
1216,165953,136979,170733,139546
1217,164983,136556,171038,139667
1218,163382,135848,171264,139767
1219,163160,135770,171409,139829
1220,163408,135888,171516,139868
1221,163527,135952,171601,139907
1222,163671,136027,171689,139939
1223,164169,136229,171744,139965
1224,164506,136365,171799,139992
1225,164359,136292,171889,140005
1226,164290,136246,171884,140012
1227,164511,136337,171285,139755
1228,164793,136462,169903,139176
1229,164989,136559,169427,138975
1230,165128,136627,169790,139136
1231,165275,136700,170086,139271
1232,165450,136541,171440,139760
1233,165643,136619,171571,139812
1234,165874,136714,171623,139833
1235,165902,136715,171247,139675
1236,165771,136662,169817,139071
1237,165775,136657,168912,138688
1238,165918,136716,168978,138718
1239,166093,136783,169167,138807
1240,166222,136841,169389,138901
1241,166322,136883,169908,139123
1242,166374,136900,170066,139186
1243,166422,136913,169889,139118
1244,166448,136920,169944,139147
1245,166485,136938,170196,139249
1246,166583,136982,170451,139349
1247,166688,137012,170619,139426
1248,166738,137031,170757,139476
1249,166258,136811,170831,139514
1250,165184,136342,170891,139533
1251,164831,136205,170945,139566
1252,165159,136354,171043,139596
1253,165429,136480,171136,139626
1254,165600,136553,171264,139683
1255,165803,136636,171430,139743
1256,165778,136620,171561,139792
1257,165663,136566,171575,139797
1258,165669,136576,170898,139512
1259,165812,136636,169392,138868
1260,165965,136692,168741,138590
1261,166089,136738,168883,138665
1262,166177,136776,169037,138734
1263,166217,136803,169286,138840
1264,166244,136809,169829,139076
1265,166275,136811,169881,139106
1266,166322,136827,169716,139027
1267,166437,136874,169859,139089
1268,166534,136915,170155,139206
1269,166474,136891,170434,139315
1270,165763,136573,170687,139405
1271,164730,136117,170838,139481
1272,164685,136109,170960,139518
1273,164956,136245,171052,139562
1274,165162,136328,171143,139597
1275,165335,136406,171250,139643
1276,165532,136498,171337,139681
1277,165452,136448,171433,139717
1278,165250,136360,171547,139773
1279,165317,136397,171661,139819
1280,165520,136476,171712,139848
1281,165707,136564,171511,139755
1282,165838,136604,170274,139217
1283,165918,136640,169068,138712
1284,165990,136668,168857,138620
1285,166024,136695,169032,138702
1286,166062,136700,169156,138757
1287,166130,136717,169617,138956
1288,166245,136769,169998,139121
1289,166356,136809,169889,139066
1290,166363,136811,169868,139059
1291,165774,136546,170103,139144
1292,164674,136046,170390,139264
1293,164500,135991,170661,139373
1294,164758,136119,170878,139461
1295,164936,136200,171066,139529
1296,165106,136286,171193,139579
1297,165380,136390,171284,139620
1298,165352,136381,171365,139651
1299,165213,136316,171464,139681
1300,165263,136338,171544,139710
1301,165429,136412,171610,139748
1302,165598,136481,171711,139777
1303,165710,136533,171812,139822
1304,165779,136561,171870,139846
1305,165841,136589,171785,139810
1306,165875,136601,170950,139448
1307,165898,136605,169469,138839
1308,165947,136631,169017,138672
1309,166052,136664,169074,138692
1310,166178,136717,169113,138721
1311,166237,136751,169359,138828
1312,165902,136591,169833,139030
1313,164883,136138,169814,139017
1314,164348,135923,169706,138974
1315,164504,136000,169917,139056
1316,164672,136073,170232,139184
1317,164788,136133,170515,139300
1318,165074,136262,170766,139405
1319,165146,136291,170948,139483
1320,165000,136215,171083,139532
1321,164996,136218,171184,139566
1322,165175,136302,171293,139625
1323,165354,136371,171420,139655
1324,165490,136421,171509,139694
1325,165591,136468,171583,139728
1326,165667,136498,171690,139754
1327,165718,136516,171771,139802
1328,165735,136539,171840,139821
1329,165781,136542,171853,139817
1330,165831,136571,171368,139611
1331,165953,136619,169909,138995
1332,164670,135956,169886,138939
1333,164349,135830,170071,139017
1334,164532,135915,170217,139080
1335,164649,135976,170599,139244
1336,164788,136033,170706,139306
1337,165105,136170,170510,139231
1338,165172,136205,170519,139246
1339,165110,136167,170777,139349
1340,165176,136185,171076,139465
1341,165366,136267,171286,139539
1342,165511,136324,171406,139593
1343,165643,136367,171500,139633
1344,165734,136403,171550,139645
1345,165795,136435,171591,139665
1346,165828,136443,171651,139680
1347,165890,136465,171699,139700
1348,165963,136495,171755,139718
1349,166028,136515,171836,139747
1350,166104,136553,171944,139778
1351,166179,136580,172010,139800
1352,166282,136623,171960,139785
1353,166379,136657,171261,139517
1354,166405,136669,169885,138975
1355,165986,136473,169437,138825
1356,165036,136062,169631,138923
1357,164555,135874,169731,138969
1358,164659,135914,169911,139041
1359,164837,136013,170343,139221
1360,164953,136062,170338,139211
1361,165225,136173,170189,139158
1362,165327,136210,170321,139211
1363,165206,136159,170583,139326
1364,165222,136162,170820,139421
1365,165368,136226,171011,139501
1366,165534,136294,171127,139546
1367,165652,136339,171183,139574
1368,165753,136372,171204,139570
1369,165794,136403,171210,139587
1370,165834,136414,171252,139608
1371,165885,136433,171269,139612
1372,165943,136453,171290,139623
1373,166008,136475,171366,139640
1374,166073,136505,171457,139681
1375,166128,136517,171486,139691
1376,166216,136548,171206,139580
1377,166331,136597,169716,138995
1378,166421,136630,168466,138515
1379,166366,136605,168293,138458
1380,165607,136271,168405,138504
1381,164703,135885,168427,138518
1382,164452,135791,168937,138719
1383,164696,135891,169426,138912
1384,164840,135960,169341,138876
1385,164985,136021,169338,138877
1386,165279,136145,169640,139003
1387,165274,136150,169984,139133
1388,165201,136113,170337,139260
1389,165293,136154,170593,139358
1390,165475,136222,170747,139416
1391,165645,136289,170813,139460
1392,165767,136345,170908,139478
1393,165851,136379,170972,139515
1394,165901,136389,171040,139535
1395,165942,136404,171135,139571
1396,166002,136428,171260,139613
1397,166059,136454,171351,139641
1398,166129,136473,171380,139647
1399,166197,136515,170911,139479
1400,166279,136552,169471,138920
1401,166393,136614,168754,138661
1402,166473,136673,168852,138713
1403,166446,136689,168955,138766
1404,165758,136414,169095,138812
1405,164883,136021,169566,138994
1406,164655,135932,169734,139047
1407,164839,135996,169565,138983
1408,164992,136022,169671,139020
1409,165114,136042,170026,139145
1410,165362,136090,170469,139288
1411,165353,136063,170779,139411
1412,165225,135999,170950,139482
1413,165273,136036,171068,139505
1414,165449,136118,171142,139540
1415,165615,136191,171192,139568
1416,165736,136282,171236,139577
1417,165807,136339,171343,139596
1418,165864,136356,171445,139641
1419,165915,136395,171509,139664
1420,165984,136414,171466,139658
1421,166086,136450,171007,139480
1422,166158,136491,169791,139033
1423,166217,136507,169139,138783
1424,166293,136535,169371,138892
1425,166399,136574,169574,138973
1426,166438,136584,169811,139064
1427,166292,136513,170354,139247
1428,165435,136130,170505,139308
1429,164590,135763,170418,139295
1430,164423,135704,170533,139331
1431,164641,135809,170747,139399
1432,165037,136048,171531,139583
1433,165222,136116,171591,139589
1434,165375,136171,171668,139608
1435,165489,136215,171737,139627
1436,165563,136229,171710,139636
1437,165631,136268,171144,139434
1438,165693,136284,170080,139039
1439,165749,136308,169676,138898
1440,165791,136337,169919,138993
1441,165901,136358,170111,139060
1442,166050,136422,170281,139121
1443,166152,136457,170656,139252
1444,166073,136427,170734,139290
1445,165324,136121,170699,139278
1446,164488,135798,170758,139304
1447,164236,135719,170909,139350
1448,164328,135763,171029,139386
1449,164375,135795,171078,139401
1450,164540,135869,171146,139419
1451,164918,136022,171208,139429
1452,164921,136012,171248,139451
1453,164858,135975,171334,139469
1454,164968,136027,171394,139487
1455,165149,136085,171456,139508
1456,165321,136150,171507,139525
1457,165436,136195,171588,139540
1458,165523,136233,171650,139558
1459,165592,136254,171666,139565
1460,165627,136268,171272,139432
1461,165662,136296,170057,138982
1462,165714,136316,168967,138578
1463,165849,136382,169012,138612
1464,165985,136454,169182,138690
1465,166032,136496,169246,138705
1466,165705,136385,169589,138832
1467,164715,135996,169833,138927
1468,164059,135735,169698,138865
1469,164019,135728,169683,138859
1470,164113,135735,169840,138923
1471,164202,135751,170137,139024
1472,164562,135862,170463,139129
1473,164836,135921,170734,139219
1474,164745,135844,170914,139275
1475,164754,135844,171025,139323
1476,164924,135917,171120,139351
1477,165105,135983,171202,139384
1478,165240,136042,171248,139403
1479,165346,136100,171312,139425
1480,165418,136154,171416,139451
1481,165483,136206,171484,139475
1482,165526,136225,171423,139451
1483,165587,136249,170753,139214
1484,165660,136277,169286,138663
1485,165792,136326,168769,138478
1486,165975,136397,168925,138540
1487,166104,136450,169004,138579
1488,166072,136429,169177,138645
1489,165393,136137,169609,138807
1490,164464,135785,169628,138807
1491,164129,135653,169341,138715
1492,164253,135697,169336,138708
1493,164338,135729,169589,138787
1494,164497,135796,169826,138880
1495,164878,135943,170071,138960
1496,164929,135962,170231,139027
1497,164889,135954,170391,139074
1498,164987,135992,170490,139108
1499,165180,136061,170579,139137
1500,165382,136140,170713,139178
1501,165526,136195,170885,139234
1502,165636,136229,171084,139295
1503,165728,136264,171183,139331
1504,165807,136287,171216,139349
1505,165858,136309,170680,139163
1506,165923,136329,169228,138605
1507,165969,136345,168700,138393
1508,166044,136377,168998,138522
1509,166134,136420,169383,138661
1510,166198,136455,169710,138775
1511,166162,136447,170191,138953
1512,165463,136176,170419,139044
1513,164490,135792,170340,139031
1514,164269,135723,170400,139052
1515,164468,135816,170571,139117
1516,164625,135870,170723,139170
1517,164762,135921,170874,139214
1518,165080,136032,170942,139243
1519,165124,136047,171034,139262
1520,165039,136013,171133,139292
1521,165124,136044,171212,139309
1522,165305,136102,171305,139334
1523,165506,136179,171401,139371
1524,165629,136232,171479,139398
1525,165723,136267,171511,139414
1526,165785,136281,171422,139377
1527,165841,136307,170709,139104
1528,165908,136323,169736,138757
1529,165985,136356,169437,138645
1530,166052,136375,169639,138723
1531,166145,136409,169758,138773
1532,164752,135823,171110,139127
1533,164907,135910,171231,139133
1534,165196,136035,171348,139163
1535,165180,136052,171418,139182
1536,165087,136009,171383,139176
1537,165138,136021,170656,138903
1538,165299,136053,169289,138368
1539,165466,136070,168831,138197
1540,165595,136068,168985,138271
1541,165693,136049,169070,138308
1542,165746,136057,169318,138408
1543,165766,136080,169864,138605
1544,165805,136095,170012,138670
1545,165894,136150,169941,138628
1546,166034,136221,170083,138697
1547,166126,136282,170387,138805
1548,166020,136249,170658,138902
1549,165200,135931,170830,138966
1550,164553,135686,170938,139005
1551,164532,135687,171012,139037
1552,164697,135761,171085,139056
1553,164766,135785,171134,139074
1554,164954,135847,171175,139085
1555,165136,135912,171253,139115
1556,164994,135849,171349,139134
1557,164884,135786,171440,139163
1558,164972,135830,171458,139172
1559,165152,135895,170982,138991
1560,165310,135965,169669,138470
1561,165452,136007,168841,138166
1562,165547,136051,169011,138241
1563,165613,136082,169166,138311
1564,165671,136100,169272,138350
1565,165705,136109,169769,138540
1566,165828,136152,170044,138646
1567,165995,136194,169902,138599
1568,166100,136225,169942,138597
1569,165930,136164,170242,138717
1570,165005,135793,170569,138837
1571,164338,135538,170805,138918
1572,164313,135552,170958,138973
1573,164449,135619,171043,139005
1574,164473,135648,171100,139023
1575,164681,135736,171162,139043
1576,164929,135820,171214,139062
1577,164851,135784,171269,139082
1578,164821,135774,171354,139113
1579,164929,135812,171465,139133
1580,165095,135877,171522,139158
1581,165275,135934,171410,139115
1582,165410,135980,170507,138768
1583,165470,136003,169293,138298
1584,165529,136024,169112,138233
1585,165543,136032,169328,138329
1586,165593,136054,169437,138369
1587,165704,136087,169765,138497
1588,165842,136143,170229,138674
1589,165975,136185,170246,138682
1590,165967,136187,170180,138664
1591,165372,135945,170387,138732
1592,164413,135552,170676,138838
1593,164079,135435,170894,138915
1594,164184,135490,171029,138973
1595,164281,135528,171115,138986
1596,164368,135573,171183,139017
1597,164706,135697,171229,139032
1598,164805,135727,171278,139042
1599,164704,135686,171325,139064
1600,164745,135707,171356,139086
1601,164916,135769,171441,139098
1602,165087,135835,171514,139122
1603,165216,135884,171542,139124
1604,165308,135915,171252,139024
1605,165380,135936,170107,138579
1606,165424,135955,169061,138164
1607,165461,135971,169085,138199
1608,165495,135982,169297,138280
1609,165616,136023,169421,138328
1610,165781,136083,169878,138501
1611,165897,136127,170233,138640
1612,165839,136100,170134,138608
1613,165065,135782,170086,138592
1614,164180,135431,170287,138668
1615,163989,135380,170607,138779
1616,164104,135429,170840,138855
1617,164184,135460,170990,138907
1618,164336,135522,171100,138941
1619,164698,135661,171158,138957
1620,164692,135665,171223,138984
1621,164608,135625,171277,138997
1622,164701,135656,171349,139024
1623,164877,135728,171456,139067
1624,165056,135780,171548,139103
1625,165183,135838,171553,139109
1626,165278,135875,171067,138940
1627,165349,135901,169946,138510
1628,165386,135920,169359,138273
1629,165436,135944,169522,138357
1630,165482,135957,169661,138402
1631,165587,135997,169911,138493
1632,164444,135449,171222,138819
1633,164750,135585,171276,138837
1634,164699,135569,171171,138798
1635,164574,135527,170606,138585
1636,164652,135549,169908,138312
1637,164835,135626,169809,138276
1638,165039,135697,170035,138363
1639,165199,135742,170406,138509
1640,165290,135787,170792,138649
1641,165355,135812,170781,138652
1642,165409,135837,170682,138621
1643,165471,135847,170742,138647
1644,165470,135859,170905,138700
1645,165578,135904,171060,138749
1646,165698,135962,171148,138775
1647,165784,135988,171191,138790
1648,165569,135890,171254,138813
1649,164511,135432,171318,138824
1650,163645,135076,171372,138841
1651,163549,135049,171417,138859
1652,163710,135117,171401,138853
1653,163772,135132,171036,138715
1654,164028,135266,170580,138544
1655,164361,135392,170393,138486
1656,164265,135338,170616,138569
1657,164197,135317,170911,138675
1658,164368,135386,171129,138747
1659,164582,135483,171073,138726
1660,164776,135554,170936,138675
1661,164878,135592,170959,138695
1662,164954,135618,171072,138743
1663,165005,135636,171174,138766
1664,165051,135639,171260,138791
1665,165096,135661,171300,138807
1666,165188,135698,171327,138817
1667,165329,135742,171361,138824
1668,165495,135810,171411,138837
1669,165565,135832,171407,138829
1670,165218,135679,171024,138672
1671,164087,135196,170135,138311
1672,163360,134893,169637,138101
1673,163354,134899,169768,138168
1674,163392,134921,169903,138225
1675,163387,134927,170150,138327
1676,163649,135037,170599,138501
1677,163956,135170,170670,138532
1678,163873,135122,170639,138528
1679,163801,135094,170758,138573
1680,163977,135167,170924,138639
1681,164269,135299,171069,138688
1682,164499,135375,171168,138707
1683,164653,135447,171228,138737
1684,164781,135498,171271,138744
1685,164860,135526,171350,138757
1686,164924,135554,171418,138781
1687,164981,135572,171445,138793
1688,165065,135611,171139,138667
1689,165186,135653,170213,138303
1690,165273,135677,169503,138013
1691,165256,135670,169553,138042
1692,164516,135341,169670,138094
1693,163511,134926,169829,138169
1694,163207,134811,170323,138346
1695,163184,134811,170582,138451
1696,163177,134810,170572,138440
1697,163295,134876,170659,138471
1698,163714,135055,170838,138540
1699,163837,135100,170981,138589
1700,163730,135041,171110,138628
1701,163846,135097,171183,138671
1702,164097,135199,171214,138678
1703,164361,135312,171278,138701
1704,164552,135386,171346,138725
1705,164688,135435,171427,138747
1706,164759,135462,171389,138737
1707,164841,135490,170829,138516
1708,164940,135520,169836,138119
1709,165044,135561,169468,137972
1710,165167,135615,169616,138035
1711,165293,135655,169723,138080
1712,165352,135678,169971,138188
1713,165037,135535,170466,138368
1714,164027,135089,170558,138412
1715,163379,134824,170543,138408
1716,163383,134834,170654,138455
1717,163483,134884,170838,138510
1718,163614,134935,171004,138565
1719,164120,135153,171125,138615
1720,164348,135236,171221,138644
1721,164228,135190,171253,138658
1722,164279,135214,171310,138676
1723,164479,135287,171378,138703
1724,164691,135380,171479,138736
1725,164853,135443,171517,138749
1726,164972,135496,171313,138679
1727,165012,135498,170427,138324
1728,165029,135508,169597,137983
1729,165106,135534,169590,138008
1730,165248,135595,169755,138067
1731,165363,135634,169863,138109
1732,163766,134805,171356,138558
1733,163918,134876,170604,138264
1734,164385,135065,170220,138108
1735,164534,135126,170382,138187
1736,164441,135095,170568,138261
1737,164506,135104,170690,138300
1738,164693,135179,170926,138380
1739,164903,135267,170996,138406
1740,165074,135335,170896,138377
1741,165205,135392,170924,138383
1742,165276,135411,171048,138415
1743,165310,135428,171164,138460
1744,165370,135457,171266,138501
1745,165516,135505,171340,138524
1746,165668,135569,171363,138535
1747,165754,135602,171389,138541
1748,165215,135370,171417,138551
1749,164131,134891,171451,138562
1750,163647,134696,171509,138584
1751,163800,134773,171575,138593
1752,163954,134856,171542,138590
1753,164083,134909,171054,138398
1754,164485,135078,170304,138115
1755,164663,135151,170106,138045
1756,164583,135118,170298,138127
1757,164610,135128,170406,138165
1758,164786,135195,170613,138245
1759,165004,135281,170845,138332
1760,165173,135357,170824,138328
1761,165305,135401,170780,138311
1762,165401,135437,170856,138331
1763,165423,135454,171000,138386
1764,165483,135469,171091,138429
1765,165572,135507,171192,138451
1766,165731,135564,171260,138482
1767,165855,135620,171298,138495
1768,165767,135583,171291,138495
1769,164820,135165,171314,138505
1770,164001,134827,171372,138518
1771,163989,134843,171445,138534
1772,164236,134957,171498,138558
1773,164360,135016,171345,138508
1774,164587,135103,170625,138216
1775,164877,135233,169956,137962
1776,164830,135211,169955,137958
1777,164744,135162,170167,138046
1778,164846,135199,170301,138104
1779,165059,135295,170595,138215
1780,165243,135370,170743,138272
1781,165400,135426,170679,138245
1782,165510,135474,170695,138258
1783,165592,135512,170814,138295
1784,165640,135527,170947,138339
1785,165679,135541,171062,138379
1786,165783,135567,171135,138397
1787,165913,135635,171180,138421
1788,165992,135666,171218,138440
1789,165725,135545,171233,138437
1790,164682,135101,171273,138450
1791,164125,134882,171342,138468
1792,164263,134954,171415,138500
1793,164478,135047,171448,138498
1794,164575,135101,171169,138402
1795,164841,135241,170392,138097
1796,165020,135311,169920,137917
1797,164881,135295,170020,137963
1798,164833,135293,170160,138026
1799,164973,135353,170288,138066
1800,165175,135424,170606,138187
1801,165350,135468,170683,138221
1802,165488,135486,170614,138191
1803,165587,135480,170668,138211
1804,165661,135447,170803,138264
1805,165699,135447,170918,138311
1806,165758,135483,171012,138340
1807,165856,135531,171087,138364
1808,165976,135586,171135,138381
1809,166004,135618,171154,138383
1810,165423,135388,171186,138389
1811,164461,134998,171240,138406
1812,164267,134933,171298,138434
1813,164545,135058,171350,138449
1814,164757,135150,171355,138452
1815,164910,135224,170965,138298
1816,165201,135336,170176,137973
1817,165190,135334,169727,137811
1818,165007,135244,169819,137851
1819,164988,135242,169917,137898
1820,165129,135291,170116,137972
1821,165288,135345,170469,138109
1822,165438,135406,170500,138132
1823,165567,135469,170449,138104
1824,165641,135497,170539,138135
1825,165683,135530,170704,138201
1826,165743,135545,170819,138233
1827,165851,135590,170901,138268
1828,165980,135642,170978,138292
1829,166067,135677,171000,138307
1830,165969,135628,171021,138306
1831,165053,135221,171036,138321
1832,165325,135273,169456,137896
1833,165376,135285,169333,137851
1834,165481,135330,169352,137866
1835,165643,135395,169567,137940
1836,165767,135436,169882,138051
1837,165609,135366,170130,138141
1838,164669,134962,170248,138194
1839,163910,134631,170319,138224
1840,163785,134590,170364,138237
1841,163894,134640,170459,138269
1842,163961,134672,170565,138303
1843,164269,134813,170670,138345
1844,164591,134947,170723,138365
1845,164529,134919,170461,138267
1846,164496,134897,169192,137771
1847,164612,134940,167982,137294
1848,164798,135020,167787,137240
1849,164941,135084,167804,137253
1850,165060,135137,167827,137280
1851,165158,135193,168296,137462
1852,165200,135235,168755,137631
1853,165233,135278,168734,137634
1854,165262,135320,168779,137659
1855,165358,135356,169164,137791
1856,165514,135407,169665,137968
1857,165647,135443,170002,138100
1858,165666,135408,170216,138177
1859,165049,135081,170396,138238
1860,164070,134604,170533,138279
1861,163698,134440,170617,138304
1862,163700,134465,170746,138354
1863,163746,134498,170862,138392
1864,163909,134593,170919,138416
1865,164373,134817,170803,138382
1866,164488,134892,169944,138062
1867,164385,134852,168682,137591
1868,164472,134888,168350,137464
1869,164696,134987,168470,137531
1870,164897,135066,168606,137586
1871,165036,135123,169044,137741
1872,165131,135173,169551,137941
1873,165172,135188,169595,137968
1874,165167,135186,169586,137962
1875,165142,135166,169773,138036
1876,165127,135152,170038,138124
1877,165205,135199,170255,138208
1878,165370,135263,170374,138251
1879,165517,135319,170445,138281
1880,165505,135315,170506,138310
1881,164776,134995,170561,138315
1882,163712,134532,170632,138344
1883,163326,134367,170759,138373
1884,163391,134392,170857,138407
1885,163426,134419,170810,138402
1886,163559,134476,170091,138133
1887,163986,134669,168781,137640
1888,164109,134736,168394,137493
1889,163986,134688,168678,137600
1890,164056,134732,168844,137677
1891,164284,134850,169097,137787
1892,164494,134954,169589,137948
1893,164694,135031,169756,138015
1894,164855,135092,169724,138018
1895,164992,135133,169838,138065
1896,165109,135169,170058,138144
1897,165198,135208,170267,138207
1898,165312,135253,170463,138259
1899,165490,135335,170589,138307
1900,165666,135412,170658,138336
1901,165752,135440,170698,138354
1902,165416,135310,170741,138358
1903,164443,134888,170823,138385
1904,163943,134699,170934,138420
1905,164017,134731,171022,138454
1906,164123,134786,171025,138442
1907,164214,134826,170435,138241
1908,164595,134978,169246,137795
1909,164721,135042,168756,137625
1910,164549,134965,168940,137700
1911,164501,134940,169038,137743
1912,164624,134999,169300,137839
1913,164768,135056,169858,138040
1914,164857,135101,170020,138102
1915,164951,135136,170009,138107
1916,165018,135147,170115,138145
1917,165059,135173,170339,138207
1918,165063,135185,170511,138268
1919,165146,135209,170627,138303
1920,165295,135272,170728,138337
1921,165460,135335,170767,138359
1922,165468,135332,170796,138364
1923,164796,135044,170841,138379
1924,163719,134582,170905,138403
1925,163316,134426,171005,138423
1926,163380,134479,171076,138445
1927,163421,134499,171097,138449
1928,163556,134576,170681,138301
